cial,Raison sociale 1,relation,Code postal,Ville,ID SECTEUR,N° Téléphone,Libellé fonction dirigeant principal,Nom ou raison sociale dirigeant principal,Code civilité dirigeant principal,Prenom dirigeant principal,Nom représentant dirigeant principal,Siren,Siret,Adresse,Code NAF entreprise,Libellé NAF entreprise,N° Fax,Dernier chiffre d'affaires connu,Effectif Entreprise,Date de création Entreprise,Libellé forme juridique,Capital social
AER,ART TOITURES,,59250,HALLUIN,18,320580000,Gérant,DELESPAUL,M,Georges,,397502279,39750227900037,22 RUE THOMAS BECKET,4391B,Travaux de couverture par éléments,320580001,1043552,16,1994-07-04,Société à responsabilité limitée,7622
AER,ENTR GENERALE DE BATIMENT SIX FRERES,,59250,HALLUIN,18,320237716,Gérant,SIX,M,Xavier,,332415405,33241540500015,295 CHE DE LA CAVALE ROUGE,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,,761664,10,1974-02-01,Société à responsabilité limitée,7622
AER,ETABLISSEMENTS E. SCHELFHOUT,,59250,HALLUIN,18,320288383,Président,SCHELFHOUT,M,Joseph,,316591783,31659178300030,AV ABBE LEMIRE,4673B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de décoration,,4794545,18,1979-01-01,Société par actions simplifiée,190561
AER,GALLINE FRAIS,,59250,HALLUIN,18,320947259,Président,COMMERMAN,M,Pierre,,887080166,88708016600036,20 AV DE LAUWE,4633Z,"Commerce de gros (commerce interentreprises) de produits laitiers, ½ufs, huiles et matières grasses comestibles",,23255011,48,1970-01-01,Société par actions simplifiée,152450
AER,GALLOO PLASTICS,,59250,HALLUIN,18,320010530,Président du conseil d'administration,DEBAERE,M,Rik,,408481992,40848199200019,1 RUE PORT FLUVIAL 1ERE AVE,2016Z,Fabrication de matières plastiques de base,,25484942,40,1996-07-18,SA à conseil d'administration,5000000
AER,HALLUIN RESTAURATION 03,,59250,HALLUIN,18,320355631,Gérant,BECQUART,M,Patrick,,444581722,44458172200030,85 RUE DE KOCEVJE,5610C,Restauration de type rapide,,,20,2002-12-20,SARL unipersonnelle,7500
AER,INDUSTRIELLE COMMERCIALE COMPAGNIE,,59250,HALLUIN,18,320218191,Gérant,DEVOS,M,Jean Yves,,400795928,40079592800037,AV DE MENIN,2932Z,Fabrication d'autres équipements automobiles,,10586900,28,1995-04-03,Société à responsabilité limitée,300000
AER,KERR FRANCE,,59250,HALLUIN,18,320289001,Président,MAVINA,M,Xavier Patrick,BEERNAERT,381234046,38123404600039,2 RUE AUGUSTE BLANQUI,4633Z,"Commerce de gros (commerce interentreprises) de produits laitiers, ½ufs, huiles et matières grasses comestibles",320289002,32282088,10,1991-03-01,Société par actions simplifiée,525000
AER,LES TISSAGES DE LA LYS SA,,59250,HALLUIN,18,320699830,Président Directeur Général,PANSU DE LA GARENNE,M,Eric Christian Xavier,,885780965,88578096500012,228 RUE DE LA LYS,1320Z,Tissage,320699831,1451492,19,1957-01-01,SA à conseil d'administration,417560
AER,MAISON DE RETRAITE,,59250,HALLUIN,18,320943213,,,,,,265907279,26590727900011,RUE DE L ABBE COULON,8710A,Hébergement médicalisé pour personnes âgées,320033877,,100,1983-03-01,Etablissement public local social et médico-social,
AER,MAISON DES JEUNES ET DE LA CULTURE,,59250,HALLUIN,18,320281150,,,,,,783634504,78363450400014,78 RUE GUSTAVE DESMETTRE,9004Z,Gestion de salles de spectacles,320281159,,20,1900-01-01,Association déclarée,
AER,MEDECINE DU TRAVAIL SERVICE INTERPROFE,,59250,HALLUIN,18,320941254,,,,,,300171196,30017119600011,22 RUE DE LILLE,8621Z,Activité des médecins généralistes,320940131,,10,1900-01-01,Association déclarée  reconnue d'utilité publique,
AER,METALYS,,59250,HALLUIN,18,320379412,Gérant,GHESQUIERE,M,Christian,,339847451,33984745100020,3 B RTE DE NEUVILLE,2511Z,Fabrication de structures métalliques et de parties de structures,320468047,1218906,11,1986-12-01,Société à responsabilité limitée,7622
AER,NOVY,,59250,HALLUIN,18,320940662,Président,BEAUDUIN,M,Philippe,,887180594,88718059400020,22 RUE JACQUARD,4643Z,Commerce de gros (commerce interentreprises) d'appareils électroménagers,,8462990,12,1965-01-01,Société par actions simplifiée,100000
AER,PIDY PRODUCTION,,59250,HALLUIN,18,320237005,Président du conseil d'administration,VAN HECKE,M,Jan,,419574157,41957415700014,32 AV DE MENIN,1072Z,"Fabrication de biscuits, biscottes et pâtisseries de conservation",320238039,9334721,85,1998-07-01,SA à conseil d'administration,3000000
AER,SA H VERHAEGHE-VANDEWYNCKELE,,59250,HALLUIN,18,320238050,Gérant,VERHAEGHE,M,Fabrice Jean Jacques,,885783373,88578337300016,202 RUE DE LA LYS,7010Z,Activités des sièges sociaux,,,20,1957-01-01,Société à responsabilité limitée,270000
AER,SARL SODEXIM,,59250,HALLUIN,18,320945055,Co-gérant,DENEVE,M,Frederic,,412851545,41285154500027,987 CHE DE LINSELLES,4511Z,Commerce de voitures et de véhicules automobiles légers,,18346308,19,1997-07-01,Société à responsabilité limitée,250125
AER,SARL VANHOUTTEGHEM ET CIE,,59250,HALLUIN,18,320238998,Co-gérant,BETHUYS,MME,Celia,,397744061,39774406100011,156 RUE DE LA LYS,5621Z,Services des traiteurs,,613839,19,1994-03-01,Société à responsabilité limitée,7622
AER,SAS TEXTILES ET CREATIONS PRODUCTION,,59250,HALLUIN,18,320281515,Président,LEFEVRE,M,Patrice,,398335257,39833525700141,131 RUE DE LILLE,4751Z,Commerce de détail de textiles en magasin spécialisé,,,50,1994-09-16,Société par actions simplifiée,841962
AER,STIPLAST,,59250,HALLUIN,18,320374720,Gérant,DEMANGHON,M,Georges,,339382699,33938269900025,5 RTE DE NEUVILLE,2229A,Fabrication de pièces techniques à base de matières plastiques,320467775,1221998,16,1986-10-27,Société à responsabilité limitée,231000
AER,VANSTEENKISTE DANIEL,,59250,HALLUIN,18,320379569,,,,,,310555461,31055546100048,34 RUE EMILE ZOLA,6920Z,Activités comptables,,,10,1900-01-01,Profession libérale,
AER,AGENCEMENT HUS,,59126,LINSELLES,18,320464682,Gérant,JULLE,M,Michel,,391304185,39130418500039,1 RUE DU LION D OR,4332A,Travaux de menuiserie bois et PVC,320464683,5623788,48,1993-01-01,Société à responsabilité limitée,50000
AER,ARCHEOPOLE,,59126,LINSELLES,18,320395196,Gérant,COQUILLARD,MME,Annabelle,,428837454,42883745400050,PAVE D HALLUIN,9103Z,Gestion des sites et monuments historiques et des attractions touristiques similaires,320139437,3633949,51,1999-11-25,Société coopérative exploitée sous forme de SARL,
AER,CENTRE INTERCOMMUNAL DE GERONTOLOGIE,,59126,LINSELLES,18,320032987,,,,,,265908715,26590871500013,16 RUE DE BOUSBECQUE,8730A,Hébergement social pour personnes âgées,320037554,,100,1999-01-01,Etablissement public local social et médico-social,
AER,ETABLISSEMENTS GALLIOT,,59126,LINSELLES,18,320232080,Gérant,GALLIOT,M,Laurent,,300459211,30045921100011,10 RUE DE LA MARNE,4752B,"Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m2et plus)",,,10,1974-01-01,Société à responsabilité limitée,50000
AER,MACHET,,59126,LINSELLES,18,320393447,Gérant,MACHET,M,Jacques,,348726290,34872629000045,1 RUE VICTOR HUGO,8690A,Ambulances,,750224,18,1988-10-01,Société à responsabilité limitée,50000
AER,NORMOVIE,,59126,LINSELLES,18,320271313,Président,LEROUX,M,Denis,,393069810,39306981000041,PAVE D HALLUIN,4331Z,Travaux de plâtrerie,,6162045,45,1993-11-01,Société par actions simplifiée,80000
AER,POMPES FUNEBRES REMORY SARL,,59126,LINSELLES,18,320032598,Gérant,REMORY,M,Marc,,352643902,35264390200161,1 B RUE LAMARTINE,9603Z,Services funéraires,320038384,2167337,27,1989-07-01,Société à responsabilité limitée,259200
AER,SARL ROBERT JEAN,,59126,LINSELLES,18,320375771,Co-gérant,VANHUYSSE,M,Benjamin,,389429291,38942929100021,7 RUE DE L AVENIR,4391B,Travaux de couverture par éléments,320031434,1993000,18,1992-09-01,Société à responsabilité limitée,215000
AER,TRICOTS DUGER,,59126,LINSELLES,18,320232070,Gérant,DUPE,M,Pierre Yves Bernard,,315548990,31554899000029,149 RUE DE WERVICQ,4771Z,Commerce de détail d'habillement en magasin spécialisé,320231991,4738982,33,1979-01-01,Société à responsabilité limitée,200000
AER,VAN ELSLANDE SERGE,,59126,LINSELLES,18,320371791,,,,,,316739374,31673937400023,20 RUE DES CHAUDRONNIERS,4941C,Location de camions avec chauffeur,,,10,1979-01-01,Affaire personnelle commerçant,
AER,VOYAGES DELAHOUTRE,,59126,LINSELLES,18,320376837,Président Directeur Général,PLACE,M,Alain,,303228902,30322890200019,28 RUE DU GENERAL DE GAULLE,4939A,Transports routiers réguliers de voyageurs,,2001326,23,1975-01-01,SA à conseil d'administration,71300
AER,AID PROPRETE,,59960,NEUVILLE EN FERRAIN,18,320118338,Gérant,GRIMONPREZ,M,Marc,,428630529,42863052900041,15 RUE DU VERTUQUET,8121Z,Nettoyage courant des bâtiments,,1362759,26,1999-12-10,Société à responsabilité limitée,7650
AER,AJK FRANCE,,59960,NEUVILLE EN FERRAIN,18,320114488,Président,JANSSEN,M,Gunter,,344700448,34470044800055,12 RUE DES FORTS,4669B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,,9931201,16,1988-04-12,Société par actions simplifiée,350200
AER,ALTIA HOTEL,,59960,NEUVILLE EN FERRAIN,18,320252215,Président Directeur Général,ELS DELAERE,,,,497738062,49773806200023,RUE DU VERTUQUET,5510Z,Hôtels et hébergement similaire,,2447698,27,2007-04-25,Société par actions simplifiée,1300000
AER,BERNARD FRANCE SAS,CLI,59960,NEUVILLE EN FERRAIN,18,320115555,Président,DE LAAGE DE MEUX,M,Eric,,692026818,69202681800090,RUE DE RECKEM,4644Z,"Commerce de gros (commerce interentreprises) de vaisselle, verrerie et produits d'entretien",320032270,54315590,160,1969-01-01,SASU Société par actions simplifiée à associé unique,88537169
AER,BRUNO VANMARCKE SOC,,59960,NEUVILLE EN FERRAIN,18,320462913,Président,VANMARCKE,M,Bruno,,328920129,32892012900017,27 RUE DES FROMETS,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,,2460877,13,1984-01-01,Société par actions simplifiée,75000
AER,CAQUANT,,59960,NEUVILLE EN FERRAIN,18,320940037,Président,BEDOS,M,Patrick Jean-Marc,,477180616,47718061600021,16 RUE DU VERT BOIS,4669B,Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers,,5417526,18,1977-01-01,SASU Société par actions simplifiée à associé unique,411000
AER,CARTE BLANCHE,,59960,NEUVILLE EN FERRAIN,18,320465077,Président,CATTEAU,M,Vincent,,379129372,37912937200023,46 B RUE DE TOURCOING,1812Z,Autre imprimerie (labeur),320032709,4251671,18,1990-08-23,Société par actions simplifiée,38112
AER,DESCHAMPS ARTS GRAPHIQUES,,59960,NEUVILLE EN FERRAIN,18,320769191,,,,,,326160793,32616079300021,19 RUE DES FORTS,1812Z,Autre imprimerie (labeur),,5832169,42,1983-01-03,Société par actions simplifiée,300000
AER,DI NUNZIO FRERES ET CIE,,59960,NEUVILLE EN FERRAIN,18,320262115,Gérant,BLOND,M,Aymeric,,330338021,33033802100026,1 RUE DU DUREMONT,4120B,Construction d'autres bâtiments,320709844,846540,10,1984-04-01,SARL unipersonnelle,7622
AER,E.P.& I.,,59960,NEUVILLE EN FERRAIN,18,320869631,Associé-gérant,VERSCHAE,M,Pierre,,433967072,43396707200037,30 B RUE DU MARECHAL LECLERC,4399A,Travaux d'étanchéification,,995872,10,2000-12-15,Société à responsabilité limitée,8000
AER,EUROPEENNE PIECES POUR GRANDES CUISINE,,59960,NEUVILLE EN FERRAIN,18,320250621,Président,RICCI,M,Vittorio,,392429338,39242933800040,13 RUE DES FORTS,4669C,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,,12829054,45,1993-10-01,SASU Société par actions simplifiée à associé unique,177525
AER,MANUBOB INDUSTRIE,,59960,NEUVILLE EN FERRAIN,18,320281010,Président,STEEL EVOLUTION,M,Franck,MONOYEZ,401833322,40183332200043,RUE GUSTAVE EIFFEL,2822Z,Fabrication de matériel de levage et de manutention,,2058299,17,1995-07-30,Société par actions simplifiée,243009
AER,MEDIAMA,,59960,NEUVILLE EN FERRAIN,18,320066979,Gérant,TIERNY,M,Gerard,,409781036,40978103600051,110 RUE DE RECKEM,4676Z,Commerce de gros (commerce interentreprises) d'autres produits intermédiaires,320556979,6310230,27,1996-11-08,Société à responsabilité limitée,150075
AER,MGBG FULL SERVICES,,59960,NEUVILLE EN FERRAIN,18,320811145,Gérant,GRIMONPREZ,M,Benoit,,481149292,48114929200031,15 RUE DU VERTUQUET,4333Z,Travaux de revêtement des sols et des murs,320811556,1198180,11,2005-03-01,Société à responsabilité limitée,2000
AER,SOCIETE BEIMO REALISATION,,59960,NEUVILLE EN FERRAIN,18,320281580,Gérant,KWIATKOWSKI,MME,Carole,,345197677,34519767700031,RUE DU VERT BOIS,7490B,"Activités spécialisées, scientifiques et techniques diverses",,2398407,14,1988-05-01,Société à responsabilité limitée,550000
AER,WAUQUIEZ BOATS,,59960,NEUVILLE EN FERRAIN,18,320031461,Co-gérant,EXPERTON DU BOIS DE ROMAND,M,Pierre Antoine,,530122431,53012243100014,RUE DU VERTUQUET,3012Z,Construction de bateaux de plaisance,320031060,1216348,40,2011-01-19,Société à responsabilité limitée,1000000
AER,BROUDEHOUX BOISSE SOC,,59890,QUESNOY SUR DEULE,18,320149860,Président,J.B.,M,Geoffroy,M BROUDEHOUX,775625148,77562514800074,RUE DE LILLE,4641Z,Commerce de gros (commerce interentreprises) de textiles,,,20,1955-01-01,Société par actions simplifiée,365877
AER,EMPLOIS A DOMICILE,,59890,QUESNOY SUR DEULE,18,320227560,,,,,,421007469,42100746900016,1 B PL ST MICHEL,8810A,Aide à domicile,,,50,1998-09-01,Association déclarée,
AER,ETABLISSEMENTS PIQUE ET FILS,,59890,QUESNOY SUR DEULE,18,320200700,Président,LECHARTRE,M,Jean Luc,,381509967,38150996700034,RUE DE LILLE,4333Z,Travaux de revêtement des sols et des murs,320733029,3045144,23,1991-01-01,Société par actions simplifiée,38188
AER,ETABLISSEMENTS WALQUEMAN,,59890,QUESNOY SUR DEULE,18,320218900,Gérant,WALQUEMANNE,M,Francois,,471500074,47150007400011,68 RUE D YPRES,2370Z,"Taille, façonnage et finissage de pierres",320786712,1291983,11,1971-01-01,Société à responsabilité limitée,19520
AER,EXPO NORD,,59890,QUESNOY SUR DEULE,18,320219940,Président,SCAMPS,MME,Francoise,,331579706,33157970600028,117 RUE DE LILLE,4669C,Commerce de gros (commerce interentreprises) de fournitures et équipements divers pour le commerce et les services,320219941,1046168,13,1985-01-02,Société par actions simplifiée,22867
AER,METROPOLE TRAVAUX PUBLICS,,59890,QUESNOY SUR DEULE,18,625520126,Gérant,BAUSSART,M,Daniel,,419643028,41964302800030,RUE DE LILLE,4312A,Travaux de terrassement courants et travaux préparatoires,320468905,3710583,15,1998-09-28,Société à responsabilité limitée,7625
AER,RESIDENCE LES LYS BLANCS,,59890,QUESNOY SUR DEULE,18,320789247,,,,,,265907477,26590747700011,55 RUE SAINT VINCENT,8710A,Hébergement médicalisé pour personnes âgées,320789002,,50,1983-03-01,Etablissement public local social et médico-social,
AER,SARL GHESTEM,,59890,QUESNOY SUR DEULE,18,320789200,Gérant,GHESTEM,MME,Martine,,321252694,32125269400013,7 RUE DU GENERAL KOENIG,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,,980706,17,1981-01-01,Société à responsabilité limitée,250000
AER,SLEMBROUCK SAS,,59890,QUESNOY SUR DEULE,18,320398040,Président,SLEMBROUCK,M,Jacques,,344905161,34490516100016,56 RUE DE LA GARE,4939A,Transports routiers réguliers de voyageurs,,6950005,105,1988-04-01,Société par actions simplifiée,121959
AER,TRANSPORTS COUSIN SAS,,59890,QUESNOY SUR DEULE,18,320789111,Président,HOLDING COUSIN SE,,,,319179511,31917951100013,1262 RUE DE COMINES,4941B,Transports routiers de fret de proximité,320789111,,20,1980-06-02,Société par actions simplifiée,200000
AER,APM ATELIER PREVENTION ET MAINTENANCE,,59223,RONCQ,18,320241595,Gérant,COLIN,MME,Violaine,,429526619,42952661900045,198 RUE DE LA LATTE,4399C,Travaux de maçonnerie générale et gros ½uvre de bâtiment,,3078415,11,2000-02-10,Société à responsabilité limitée,8000
AER,ASSOCIATION SERVICE DES FAMILLES,,59223,RONCQ,18,320463392,,,,,,350571535,35057153500037,65 RUE DESTOMBES,8891A,Accueil de jeunes enfants,,,20,1989-04-01,Association déclarée,
AER,BUILDING PLASTICS ET ALUMINIUM FRANCE,,59223,RONCQ,18,320039999,Président,VANELSLANDE,M,Jacques,,487714677,48771467700019,45 AV DE L EUROPE,4673A,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,320039988,25095237,13,2006-01-01,Société par actions simplifiée,37000
AER,CADES,,59223,RONCQ,18,320762460,Président Directeur Général,DESCAMPS,M,Jean Charles,,311441539,31144153900039,5 AV DE L EUROPE,4649Z,Commerce de gros (commerce interentreprises) d'autres biens domestiques,,34250420,140,1977-01-01,SA à conseil d'administration,879315
AER,CAISSE DES ECOLES DE RONCQ,,59223,RONCQ,18,320256425,,,,,,265907709,26590770900017,12 RUE DU DOCTEUR GALISSOT,8899B,Action sociale sans hébergement n.c.a.,,,20,1982-01-01,Caisse des écoles,
AER,CHIENS GUIDES AVEUGLES CTRE P CORTEVIL,,59223,RONCQ,18,320685962,,,,,,783876709,78387670900065,295 RUE DE LILLE,9609Z,Autres services personnels n.c.a.,,,20,1900-01-01,Association déclarée,
AER,CITROEN RONCQ,,59223,RONCQ,18,328322222,Président,PENEL,M,Patrick Pascal,,433972494,43397249400036,147 B RUE DU DRONCKAERT,4511Z,Commerce de voitures et de véhicules automobiles légers,,38637287,61,2000-12-08,SASU Société par actions simplifiée à associé unique,240000
AER,DBV,,59223,RONCQ,18,320941725,Président,DEMEULENAERE,MME,Marie France,,334068103,33406810300020,RUE DU DRONCKAERT,4941B,Transports routiers de fret de proximité,320030943,5014207,73,1985-10-01,Société par actions simplifiée,150000
AER,DELEU IMMOBILIER,CLI,59223,RONCQ,18,320031617,Gérant,DELEU,M,Francois Roland,,452108095,45210809500012,403 RUE DE LILLE,6831Z,Agences immobilières,320031618,700267,11,2004-01-05,SARL unipersonnelle,7500
AER,DESIGN DECORATION,,59223,RONCQ,18,320850808,Gérant,DERUYTER,M,David,,451036693,45103669300039,RUE NORBERT SEGARD,4332A,Travaux de menuiserie bois et PVC,,2478878,25,2003-11-03,SARL unipersonnelle,50000
AER,DUGARDIN NORD AUTOMOBILES,,59223,RONCQ,18,320282999,Président,DUGARDIN,M,Robert,,434878807,43487880700024,RUE DE LA LATTE,4511Z,Commerce de voitures et de véhicules automobiles légers,,8774254,23,2001-03-01,SA à conseil d'administration,40000
AER,ETABLISSEMENTS COSYN,,59223,RONCQ,18,320940381,Président,COSYN,M,Bruno,,885781880,88578188000020,101 RUE DE LILLE,1624Z,Fabrication d'emballages en bois,320466224,1890187,22,1957-01-01,Société par actions simplifiée,270000
AER,EXPRESS CHAUFFE EAU,,59223,RONCQ,18,320039393,Président du conseil d'administration,RIVIERE,M,Vincent,,887280162,88728016200033,RUE NORBERT SEGARD,4322B,Travaux d'installation d'équipements thermiques et de climatisation,320039300,2249997,19,1968-01-01,SA à conseil d'administration,75000
AER,FERRONNERIE RONCQUOISE,,59223,RONCQ,18,320238282,Gérant,LOPES DA SILVA,,,,315303214,31530321400011,93 B RUE DU BILLEMONT,2512Z,Fabrication de portes et fenêtres en métal,,2464863,32,1979-01-01,Société à responsabilité limitée,200000
AER,LA MAISON AUTO-NETTOYANTE LILLE,,59223,RONCQ,18,320860042,Gérant,ERISOGLU BENJAMIN,M,Bunyamin,,519561567,51956156700016,RUE NORBERT SEGARD,4391B,Travaux de couverture par éléments,,1589673,22,2009-11-27,Société à responsabilité limitée,15000
AER,LOCQUENEUX,,59223,RONCQ,18,320259090,Président,TRANSPORTS FROIDEFOND,,,,886380757,88638075700023,3 AV KONRAD ADENAUER,4941A,Transports routiers de fret interurbains,320374921,3312445,32,1963-01-01,Société par actions simplifiée,150000
AER,M.C.2.I,,59223,RONCQ,18,320376269,Gérant,MARIE,MME,Claudine,,432306066,43230606600015,301 RUE DE LILLE,2790Z,Fabrication d'autres matériels électriques,320064740,672945,11,2000-07-01,Société à responsabilité limitée,8000
