Code NAF,Raison Sociale,Groupe,Adresse,Code Postal,Ville,Tel Standard,Secteurs,Type,Observations
4531Z,SAIFA NSR,,"rue descat
CRT 1
BP 90 245",59812,LESQUIN,+33 3 28 55 02 42,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,SAINT MACLOU,,330 Rue Carnot,59150,Wattrelos,+33 3 20 75 15 85,Hyper-Super-Grands Magasins|Distribution/,prospect ,
4752B,SALTHYS SECURITE,,"40 rue des famards
acticzente bat J CRT 2",59810,Lesquin,+33 3 20 07 95 19,Distribution spécialisée|Distribution/,prospect ,
,SALTI BOULOGNE.,,"33 BD DE LA LIANE 
62200 BOULOGNE-SUR-MER , PAS-DE-CALAIS ",,boulogne sur mer,03 21 31 99 00,Services - Conseil|,prospect ,
,SANDERS NORD,,rue Canal ,62223,Saint Nicolas,+33 3 21 60 40 40,Agroalimentaire-Tabac|Industrie/,prospect ,
,SANDY,,447 rue victor fichelle,59310,Auchy lez Orchies,0320646949,Distribution spécialisée|Distribution/,prospect ,
,SANTEXCEL,,,59350,Saint André lez Lille,0825825398,Services Santé|Services - Conseil/,prospect ,
,SAS CARTER CASH,,"8 Rue Frenelet
",59650,Villeneuve d'Ascq,03 20 33 84 03,Services - Conseil|,prospect ,
,SCHENKER-JOYAU,,"r Sapins
",59810,Lesquin,+33 3 20 62 28 60,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
4669B,SCHONENBERGER FRANCE,,"rue des famards
acticentre CRT 2",59818,LESQUIN,+33 3 20 87 66 96,Conseil|Services - Conseil/,prospect ,
,SCUTUM,,,94536,RUNG,+33  1 41 73 40 10,Services - Conseil|,prospect ,
4652Z,SDA BFT NORD,,"13 rue de gamand
CRT 1
BP 257",59812,LESQUIN,+33 3 20 90 40 80,Distribution spécialisée|Distribution/,prospect ,
,SDEZ,,,59910,Bondues,0320280202,Autres Services aux Entreprises|Services - Conseil/,prospect ,
2573B,SECO TOOLS,,"rue des famards
Acticentre Bât M CRT 2
BP353",59813,LESQUIN,+ 33 3 20 86 29 75,Mécanique-Machines Outils|Industrie/,prospect ,
,SEFAR FYLTIS,,parc des Industries Artois Flandres ,62092,haisnes,+33 3 21 08 70 70,,prospect ,
,SELECTA,,Zone Industrielle Rue De La Marliere,59710,Avelin,+33 3 28 55 25 59,Distribution spécialisée|Distribution/,prospect ,
,SEMECA HOLDING,,,62131,Verquin,0321631122,,prospect ,
,SEMENCES FRANCE,,62 Rue Leon Beaucham,59930,La Chapelle d'Armentières,+33 3 20 48 41 41,Négoce-Commerce de gros industriel|Distribution/,prospect ,
,SERAX,,,,Comines,0825827124,Mécanique-Machines Outils|Industrie/,prospect ,
,SERGIC,,6 rue konrad adenauer,59447,Wasquehal,+33 3 20 12 50 83,Habitation – Gestion locative|Immobilier/,prospect ,
,SFAM,,,59,ARMENTIERES,+33 3 20 77 45 39,Métallurgie-Sidérurgie|Industrie/,prospect ,
,SIEMENS,,"Rue Jules Verne

",59790,Ronchin,+33 3 20 59 93 00,Industrie|,prospect ,
,SII,,10 allée du chateau blanc- batiment C1,59290,Wasquehal,0328325103,SSII|Services - Conseil/,prospect ,
,SIO,,16 rue du Général de Gaulle BP 70099 ,62223,Saint Laurent Blangy,+33 3 21 60 98 00,Distribution spécialisée|Distribution/,prospect ,
4332B,SITEX,,"27 rue de Roubaix
BP 432

",59338,TOURCOING,"+33 3 20 28 17 77
",Autres Services aux Entreprises|Services - Conseil/,prospect ,
,SKAKO CONCRET ( ANCIEN COUVROT),,"rue des sequoias
BP 60 438 PAM",59814,LESQUIN,+33 3 20 24 44 13,Second Œuvre|BTP - Construction/,prospect ,
,SLD,,"Centre de Gros n°2
Route du Chemin Vert
",59810,Lesquin,+33 3 20 88 74 83,,prospect ,
2521Z,SMF SERVICES,,"13 rue de gamand
CRT 1",59810,Lesquin,+33 3 20 90 40 90,Mécanique-Machines Outils|Industrie/,prospect ,
2512Z,SMS DISTRIBUTION,,"Bd du Petit Quinquin
Centre de Gros
",59818,LESQUIN,+33 3 20 16 70 97,Distribution spécialisée|Distribution/,prospect ,
,SNBM,,"rue Jules verne
FRETIN CRT 3",59818,lesquin,+33 3 20 07 38 67,,prospect ,
,SNLC,,r Landacres ,62360,Hesdin l'Abbé,0321304020,Agroalimentaire-Tabac|Industrie/,prospect ,
,SNTN CALBERSON,,"B.P. 457 
59464 Lomme Cédex
Adresse	 7, Avenue de la Rotonde 
",59160,Lomme,+33 3 20 08 55 55,,prospect ,
,SOCIETE GENERALE,,51 rue nationale ,59000,Lille,+33 3 20 63 11 40,Banque - Finance - Assurance|,prospect ,
,SOCIETE INDUSTRIELLE LESAFFRE,,"137 Rue Gabriel Péri
",59700,Marcq en Baroeul,03 20 81 61 00,Industrie|,prospect ,
,SOCOTEC,,"Direction des Ressources Humaines
Les Quadrants - 3 avenue de Centre - Guyancourt
",,Saint Quentin en Yveline,01 30 12 80 00,BTP - Construction|,prospect ,
,SODIREP,,280 av Marne ,59700,Marcq en Baroeul,+33 3 20 89 88 87,Textile-Habillement-Chaussures|Industrie/,prospect ,
4669B,SOFIMA,,"bd du petit quinquin
CRT 1",59817,Lesquin,+33 3 20 90 21 21,Distribution spécialisée|Distribution/,prospect ,
4222Z,SOGETREL,,"rue de berzin
CRT 2",59818,LESQUIN,+33 3 20 10 84 84,Electricité-Eclairage|Industrie/,prospect ,
,SOLOTRA GROUPE TRANSALLIANCE,,zac Eurofrêt ,59279,Craywick,+33 3 82 47 10 18,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
4399A,SOPREMA,,"rue du chemin vert
crt 3
bp 104",59811,LESQUIN,+33 3 20 86 27 69,Second Œuvre|BTP - Construction/,prospect ,
4669B,SOVAL,,"19 rue de la Voyette
CRT  2",59818,LESQUIN,+33 20 16 98 20,Distribution spécialisée|Distribution/,prospect ,
,SPC,,imp Salines,62105,CALAIS,+33 3 21 96 19 44,Textile-Habillement-Chaussures|Industrie/,prospect ,
,SPEEDWICH FRANCE SAS,,"Z.I Parc Horizon 2000
",62117,Brebières,0321507650,Distribution spécialisée|Distribution/,prospect ,
,SPUNTINI FRANCE,,"Rue des Tisserands
Parc de l'Avelin",59150,Wattrelos,+33 3 20 99 94 00,Distribution|,prospect ,
46669B,STAMI,,"rue de gamand
CRT 1",59817,Lesquin,+33 3 20 85 25 85,Distribution spécialisée|Distribution/,prospect ,
,STAMI,,,59100,Roubaix,0320362548,Second Œuvre|BTP - Construction/,prospect ,
,STANDARD INDUSTRIE,,139 r Luxembourg 59100 ROUBAIX ,,roubaix,+33 3 20 28 32 32,Industrie|,prospect ,
,STERIA,,"59 Avenue Marne


",59700,Marcq en Baroeul,+33 3 28 33 62 00,Services - Conseil|,prospect ,
,STI PRÉVENTION,,"169, rue Sadi Carnot ",59350,Saint André lez Lille,+33 3 28 53 54 89,Services - Conseil|,prospect ,
,STO,,"224, RUE MICHEL CARRÉ",95870,Bezons,+33 1 34 34 57 00,Second Œuvre|BTP - Construction/,prospect ,
,STOLZ,,82 ROUTES DE BOISJEAN,62170,Wailly Beaucamp,03 21 90 05 15 tel d,Industrie|,prospect ,
,STOLZ,,,,,0321900529,,prospect ,
,STRAP TRANSPORT- GROUPE DERICHEBOURG,,"zi 4 de Valenciennes 


",59880,Saint Saulve,+33 3 27 22 84 00,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,STYLEA,,"STYLEA
43, Rue du Nouveau Monde
BP 40064
 ",59052,Roubaix,+33 3 20 75 61 52,Distribution spécialisée|Distribution/,prospect ,
,SUBRENAT,,,59420,Mouvaux,0320116363,Textile-Habillement-Chaussures|Industrie/,prospect ,
,SUMECA,,"
",,Wattrelos,+33 3 20 80 82 54,Industrie|,prospect ,
,SUNCLEAR,,"280 av Marne


",59700,Marcq en Baroeul,+33 3 20 65 70 00,Négoce-Commerce de gros industriel|Distribution/,prospect ,
,SUNCLEAR DIFFUSION,,PARC DU CHATEAU ROUGE ,,MARCQ EN BAROEUL,0320657000,,prospect ,
,SURGIVIEW,,Rue Robespierre,62217,BEAURAINS,+33 3 21 21 59 60,Industrie|,prospect ,
,SWISSLIFE,,"1 ter, rue du marechal de lattre de Tassigny",59671,ROUBAIX Cedex 1,+33 3 20 45 72 00,Banque-Etablissement Financier- Crédit Bail|Banque - Finance - Assurance/,prospect ,
,TECHFORM,,,,AUXI LE CHATEAU,+33 3 21 04 00 11,,prospect ,
8121Z,TECHNIVAP SAS,,"4 rue de berzin
CRT 2",59818,LESQUIN,+33 3 20 44 32 00,Nettoyage industriel-Sécurité|Services - Conseil/,prospect ,
,TECHNOR,,,,,+32 692 257 401,,prospect ,
,TELE EN BOITE DEKA COMM,,"57 av flandre
",59170,Croix,+33 3 20 27 26 58,,prospect ,
,TELEDESK,,,,,0320409561,Call Centers|Services - Conseil/,prospect ,
,TELMEDIA,,15 E Rue Plouvier,,TEMPLEMARS,+33 3 20 96 15 66,SSII|Services - Conseil/,prospect ,
,TEREOS,,,59000,Lille,+33 3 28 38 79 30,Agroalimentaire-Tabac|Industrie/,prospect ,
,TEXDECOR,,2 Rue d'Hem,59780,WILLEMS,+33 3  20 61 77 17,Distribution spécialisée|Distribution/,prospect ,
,TEXTILOT,,"ZI PAYSAGEE 
BP4155",58641,VARENNES VAUZELLES,+33 3 86 71 62 08,Textile-Habillement-Chaussures|Industrie/~Distribution|,prospect ,
,THIERIEZ,,"Rue Jacquard- B.P. 71
ZI de la Martinoire
",599935,wattrelo,+ 33 3 20 68 48 90,Industrie|,prospect ,
,THIRARD S.A.S -- F.T.H.,,"45, RUE JEAN JAURÈS 
",80390,Fressenneville,03 22 60 26 50,,prospect ,
,TIFANY INDUSTRIE,,"20 Boulevard Comte de Montalembert

",59650,Villeneuve d'Ascq,+33 3 20 05 67 67,Industrie|,prospect ,
,TMF OPERATING,,"221, Rue Victor Hugo
",59174,La Sentinelle,"+33 3 27 23 12 50 
",Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,TND NORD,,"20 Avenue de l'Europe

",59435,roncq,+33 3 21 46 21 56,trnasport logistique,prospect ,
,"TOYOTA MOTOR MANUFACTURING FRANCE
",,"Parc d’Activités de la Vallée de l’Escaut-sud
 BP16",59264,Onnaing,+33 3 27 51 21 21,Automobile-Moto-Cycles-Equipementiers|Industrie/,prospect ,
,TRANSFREIGTH,,"6, Rue Michel Chasles
",59494,Petite Forêt,"+33 3 27 09 11 28 
",Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,TRANSPORT BECQUET,,255 av Maurice Berteaux,59430,Saint Pol sur Mer,+33 3 28 64 90 39,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,TRANSPORTS BAILLY COUROUBLE,,les Pres d'Houplines  Houplines ,59280,Armentières,+33 3 20 14 91 49,Industrie|,prospect ,
,TRANSPORTS D.B.V,,"10, Rue du Dronckaert",59223,Roncq,+33 3 20 94 17 25,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,TUBOLASER,,"rue de la louviere
CRT 
BP 304",59813,LESQUIN,+33 3 20 96 66 01,Autres Services aux Entreprises|Services - Conseil/,prospect ,
,UNIBAIL RODAMCO,,,,,,,prospect ,
,UNIFLOCKAGE,,,62604,BERCK SUR MER,0321095300,,prospect ,
,UNIROUTE,,ZA les Ansereuilles ,59251,Allennes les Marais,+33 3 20 58 98 20,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,UNIS,,"141 B, boulevard de Valmy
",59650,Villeneuve d'Ascq,+33 3 20 05 56 13,SSII,prospect ,
,VAL EXPRESS,,Rue Jean-Marie Frouin  ZI N. 2 Rouvignies ,59300,Valenciennes,+33 3 27 21 07 21,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,VALENCIENNE ATHLETIC FOOTBALL CLUB,,"43 bis, Avenue de Reims 
BP 136 ",59303,Valenciennes,+33 3 27 46 19 10,,prospect ,
,VALEO,,,,,,Automobile-Moto-Cycles-Equipementiers|Industrie/,prospect ,
,VALOUTIL,,,59125,Trith Saint Leger,+33 3 27 23 11 12,,prospect ,
,VANDERSCHOOTEN,,"Groupe VDS 
660, rue de l’Epinette
",59850,Nieppe,03 20 44 07 20,Distribution|,prospect ,
,VANHEEDE FRANCE,,"8, Avenue Industrielle
",59520,Marquette lez Lille,"+33 3 20 51 68 68 
",Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,VDK TRANSPORTS,,Rue des Neufs Bonniers,59178,Brillon,+33 27 45 44 56,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,VDO FRANCE,,61 av de la mer,59240,Dunkerque,+33 3 28 24 85 11,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,VEKIA,,165 avenue de Bretagne,59044,lille,+33 3 51 08 11 60,Services - Conseil|,prospect ,
,VERRIERE DU NORD,,"4332 rue de la voyette
BP 40 231",59812,LESQUIN,+33 3 20 53 66 87,Verre-Céramiques|Industrie/,prospect ,
,VERSPIEREN,,"1 av François Mitterrand 59290 WASQUEHAL 


",59290,Wasquehal,+33 3 20 45 71 00,Compagnies d’Assurances-Courtiers|Banque - Finance - Assurance/,prospect ,
,VERYWEAR,,30 RUE DES CHATEAUX ,59290,Wasquehal,+33 3 20 65 70 70,Distribution|,prospect ,
,VIA LOCATION,,69 r Chemin Vert ,59810,Lesquin,+33 3 20 90 44 00,Transports-Fret-Messagerie Express|Services - Conseil/,prospect ,
,VINCI CONSTRUCTION,,"274 boulevard clemenceau
BP 1029",59701,MARCQ EN BAROEUL,+33 3 20 99 25 76,Génie civil-TP|BTP - Construction/,prospect ,
,VISTEON,," 87 - Rue Léon Duhamel
       ",62440,Harnes,03.21.13.90.00,Automobile-Moto-Cycles-Equipementiers|Industrie/,prospect ,
,VISUEL COM,,"229 rue du Touquet


",59200,Tourcoing,+33 3 20 23 67 71,Services - Conseil|,prospect ,
,VITAMINE T,,"10 Avenue des Sports
Entrée Boulevard Thomson prolongé
",59815,lesquin,+33 3 20 61 70 70,Services - Conseil|~Services - Conseil|,prospect ,
,VIVACOM EVENTS,,"2, rue de Weppes",59000,Lille,+33 3 28 52 02 52,Autres Services aux Entreprises|Services - Conseil/,prospect ,
,VOIES NAVIGABLES DE FRANCE,,175 rue Ludovic boutleux,,bethune,+33 3 21 63 24 24,Ferroviaire-Construction navale|Industrie/,prospect ,
,WIKANGO,,1 rue bayard,59000,Lille,+33 3 20 50 25 90,Services - Conseil|,prospect ,
,YOUKADO,,84 bd Gén Leclerc 59100 ROUBAIX,59100,roubaix,+33 3 20 02 44 34,Autres services aux Particuliers|Services - Conseil/,prospect ,
,YVES CARTON,,,59650,Villeneuve d'Ascq,0320569595,Distribution spécialisée|Distribution/,prospect ,
,ZODIO,,"Avenue Avenir
",,lezennes,+33  3 28 76 97 04,,prospect ,
,ABILDOC,,445 BD GAMBETTA,59200,Tourcoing,0320015050,,client,
,ACHAT DIRECT,,"- Z.I. Tournai Ouest II - 9, rue des Sablieres Bat. 2B - ",7522,Blandain,+32 69 85 78 10,,client,
,ADEXOS,,"44, rue Sadi Carnot
",62400,Béthune,+33 3 21 01 42 81,Internet-Télécommunications|Services - Conseil/,client,
,ADICTIZ,,"
Euratechnologies
165, rue de Bretagne
 ",59000,Lille,03.66.72.09.99,,client,
,ADVENS,,"47 r Faubourg de Roubaix 59000 LILLE 


",59000,Lille,+33 3 20 68 41 81,SSII|Services - Conseil/,client,
,AFG,,"8, Rue du Docteur Ducrocquet",59700,Marcq en Baroeul,+33 3 20 98 08 43,SSII|Services - Conseil/,client,
,ALICE DELICE,,"
Croix Wareskel 
           ",59273,Fretin,+33 3 28 36 93 93,Distribution spécialisée|Distribution/,client,
,ALLIANCE OPTIQUE,,32 rue thiers,59370,Mons en Baroeul,+33 3 28 36 28 36,,client,
,APPCO,,"Huddestraat 3-5
Amsterdam
1018 HB
Netherlands",,,,,client,
,ARDOR SAS,,"Rue des Chavattes 
",62136,RICHEBOURG,+33 3 21 61 38 79,Transports-Fret-Messagerie Express|Services - Conseil/,client,
,ARIANE,,,,,,,client,
,ARMAND THIERY,,2 bis rue de Villiers,92309,Levallois Perret,+33 1 45 19 33 33,Distribution spécialisée|Distribution/,client,
,ATLAS,GROUPE RAPP,"90 rue GUEBWILLER
BP 90 128",68263,KINGERSHEIM,0389623715,,client,
,BERGERAT MONNOYEUR,,Zone industrielle de seclin - rue Augustin LHERMITTE,,WATTIGNIES,0320620417,,client,
,BON PRIX,,Chemin du Verseau ,597000,Marcq-en-Barœul,,,client,
,BOOKING.COM,,88 rue de Rivoli,75004,Paris,+33 1 53 25 13 12,Tourisme|Services - Conseil/,client,
,BUREAU EXPORT DE LA MUSIQUE,,,,,,,client,
,CAMAIEU,,"211 Avenue Jules Brame 
",59100,ROUBAIX,+33 3 20 99 58 58,Distribution spécialisée|Distribution/,client,
,CARREFOUR MARKET,,,62120,Aire sur la Lys,+33 3 21 38 88 88,Hyper-Super-Grands Magasins|Distribution/,client,
,CATHELAIN,,19 RUE DE LA GARE,62147,Boursies,0321074077,,client,
,CEDRES INDUSTRIES,,	1 Rue Giuseppe Garibaldi,59760,Grande Synthe,03 28 60 05 50,,client,
,CEMONJARDIN,,5 ter rue Georges Clémenceau,59273,Fretin,03 20 59 14 71,,client,
,CIRANO,,500 avenue du 14 Juillet1789,80048,Amiens,,,client,
,CLEODIS,,"54 Boulevard de la Liberte 
",59044,LILLE CEDEX,+33 3 28 14 02 00,Location Véhicules-Divers|Services - Conseil/,client,
,COALIS,COALIS,"23, Bd du Général Leclerc",59100,Roubaix,,,client,
,COFIDIS,,"61,
AV HALLEY 
",59491,Villeneuve d'Ascq,03 28 09 20 00,Banque - Finance - Assurance|,client,
,COLOR STYL,,"81, rue de Bonnance",59242,Templeuve,09.63.68.37.78,,client,
,COLORSTYL,,81 RUE DE BONNANCE,59242,Templeuve,+33 9 63 68 37 78,,client,
,COMEFRA,,319 rue Jean Baptiste Labas,59830,Cysoing,+33 3 20 79 59 50,BTP - Construction|,client,
,CONRAD,CONRAD ELECTRONIC SAS,"Z. Cial Englos les Géants
Lieu dit rue du Hem
TSA 72001 Sequedin",59458,LOMME CEDEX,+33 9 62 16 36 12,Electronique-Instrumentation|Industrie/,client,
,CONSOGLOBE,,4 rue du coq français ,59100,Roubaix,,,client,
,CREDIT SAFE,,"



",59100,ROUBAIX,+33 8 10 60 03 97,Banque-Etablissement Financier- Crédit Bail|Banque - Finance - Assurance/,client,
,CREIL ETANCHEITE,BRIDAULT SOLUTIONS,,,AVELIN,,,client,
6420Z,CYLANDE,CYLANDE,"15, rue André Diligent",59100,Roubaix,+33 3 59 00 06 88,SSII|Services - Conseil/,client,
,DALKIA NORD,,,,,,,client,
,DESCAMPS BOIS,,ZA quadra parc - Rue Robert Fulton - ,62800,Lievin,+33 3 21 45 83 00,,client,
,DOUGLAS PARFUMERIE,,,,euralille,+33 3 62 59 10 00,,client,
,ECODEEP,,,,,+ 33 (0)9 52 86 95 83,,client,
,EDISAC,REFLEX BLUE,ZAC de la Verte Rue,59270,Bailleul,0328425694,,client,
,EFFET DIRECT,,54 Boulevard du Général Leclerc,59100,Roubaix,+33 810 590 530,Autres Services aux Entreprises|Services - Conseil/,client,
,ENERGY POOL,ENERGY POOL DEVELOPPEMENT,"SAVOIE TECHNOLAC
25 avenue du Lac du Bourget
BP 324
 ",73370,LE BOURGET DU LAC CEDEX,"+ 33 4 79 85 14 02
",Energie-Environnement|Industrie/,client,
,ENOVA,,"54, rue Jean Baptiste Collette - BP 5",59551,Attiches,0328551280,,client,
,ENR SYSTEMS,,	29 ZI des marlières  Rue d'Ennevelin,59710,Avelin,,,client,
,ETO,,"62 Avenue Jean Lebas 
",59100,ROUBAIX,"+33 3 20 69 17 17
",Marketing|Services - Conseil/,client,
,ETR INGENIERIE,,"100 Rue du Courbillon 
",59175,VENDEVILLE,+33 3 28 55 28 40,Ingénierie-Bureau d’Etudes|Services - Conseil/,client,
,EXACOM,,,,,,,client,
,EXACTITUDE,,"23, boulevard du Général Leclerc",59100,Roubaix,+33 3 66 72 15 34,Cabinet de recrutement|Services - Conseil/,client,
6920Z,EXCO,,"Parc d'actitivité de l'Hermitage
CS 40122",59552,Lambres lez Douai,03 21 210 210,,client,
,FACE,FACE,"Route de Varennes Jarcy




",94520,Perigny sur Yerres,01 45 98 91 94,,client,
,FDG,,"228 rue jean perrin
ZI Douai Dorignies
BP 70317",59351,DOUAI,,Distribution spécialisée|Distribution/,client,
,FRANCAL,,395 BIS RUE DU GÉNÉRAL DE GAULLE,59700,Marcq en Baroeul,03.20.87.82.19,,client,
,GERIM,RABOT DUTILLEUL,"PA du moulin
168, allée Hélène Boucher",59118,Wambrechies,,,client,
,GIPEC,,71 rue de la Couserie,59650,Villeneuve d'Ascq,+33 3 20 96 00 00,Services - Conseil|,client,
,GOSSELIN GROUPE CORNING,CORNING,"123 ROUTE DE CAESTRE
BORRE",59529,HAZEBROUCK,,,client,
6430Z,GROUPE 2UF,GROUPE 2UF,"ZA DU PLANTIN 
BP 135
",62190,LILLERS,03 21 !4 59 89,Second Œuvre|BTP - Construction/,client,
,GROUPE BEAUDEUX,BEAUDEUX,,,LA CHAPELLE D'ARMENTIERES,,,client,
,HAPPY CHIC,,152 AV ALFRED MOTTE,59100,Roubaix,,,client,
,HOLCIM,,	1 Rue Usine,59520,Marquette lez Lille,,,client,
,HYGENA,,"350 Rue des Clauwiers  
Parc d'Activites de l'Epinette ",59113,SECLIN,+33 3 20 16 66 00,Distribution spécialisée|Distribution/,client,
,IN & FI,IN & FI,,,,,,client,
,INEAT CONSEIL,,,59000,Lille,+33 3 20 00 80 37,,client,
,INGRAM MICRO,,Carrefour de l'Europe BP 221,59812,Lesquin,+33 8 25 28 52 85,Négoce-Commerce de gros industriel|Distribution/,client,
,INTERCLOSE,,"28, allée de la râperie
ZAC de la Plaine",59650,Villeneuve d'Ascq,03.20.64.15.47,,client,
,KALENJI,OXYLANE,4 Boulevard de Mons ,59650,Villeneuve d'Ascq,+33 3 20 33 50 00,Distribution spécialisée|Distribution/,client,
6110Z,KOMEO,,ZA Rue Jean Monnet ,62490,VITRY EN ARTOIS,+33 3 91 19 03 90,,client,
,L3I,,"Parc du Moulin - Zone A
144 avenue Hélène BOUCHER",59118,Wambrechies,03.59.3912.59,,client,
,LEMON INTERACTIVE,,"90, rue Saint-Jean",59100,Roubaix,03.20.45.95.84,,client,
,LES SALONS KENNEDY,,48 Avenue du Président Kennedy,59930,La Chapelle d'Armentières,,,client,
,LUCKY STAR,,"22 rue du Général Pershing
",60600,Clermont,+33 44 77 18 41,,client,
,MAPPING,,"SASU MAPPING Suite
Le Cartelot - Immeuble A
CS70223 - 4 boulevard de la Marne

",59445,wasquehal,,,client,
,MAXXING,,"340 av de la marne
parc europe",59706,Marq en Baroeul,+33 3 59 56 01 14,Informatique-Logiciels|Industrie/,client,
,MLS TECHNOLOGIES,,"ZIA 542, avenue Franklin Roosevelt",62400,BETHUNE,+33  3 21 56 29 30,Pharmacie-Parapharmacie-Biotechnologies|Industrie/,client,
,MORETTI CONSTRUCTIONS,,ZI RUE COPERNIC ,62970,Courcelles lès Lens,03 21 77 11 11,,client,
,MUSIC STORY,,66 Rue Cabanis,59000,Lille,+33 9 75 39 15 73,Services - Conseil|,client,
,NETASQ FRANCE HEADQUARTERS,,"Parc Scientifique de la Haute borne Parc Horizon, 
Bat 6, Avenue de l'Horizon 
",59650,Villeneuve d'Ascq,+33 3 20 61 96 30,Internet-Télécommunications|Services - Conseil/,client,
,NOCIBE,,"2 Rue de Ticléni
",59650,Villeneuve d'Ascq,0320714949,,client,
,NORMARKET,,4 rue des Indes Noires,80440,Boves,,,client,
,OGEC,,,,,,,client,
,OLIVER STORE,,146 Rue Pierre de Roubaix  ,59100,ROUBAIX,+33 3 20 81 28 30,Equipement de la Maison|Industrie/,client,
,OXYGEM,,"45, Boulevard du Général Leclerc
",59100,ROUBAIX,+33 3 20 68 90 80,Marketing|Services - Conseil/~Internet-Télécommunications|Services - Conseil/,client,
,PARK IMMO,,"350, rue des verdiers",59390,Lys Lez Lannoy,03.20.68.58.80,,client,
,PAY-BACK GROUP,,18 Allee du Chateau Blanc ,59290,WASQUEHAL,+33 3 20 65 52 90,Conseil|Services - Conseil/,client,
,PHOCEIS,,"Parc Scientifique de la Haute Borne
100, avenue Harrison

",59650,Villeneuve d'Ascq,+33 3 9 53 32 53 3,Services - Conseil|,client,
6420Z,PMC LINGERIE,HOLCO,"29 RUE DES CHATEAUX
ZI DE LA PILATERIE
BP 175",59444,WASQUEHAL CEDEX,03 20 65 91 50,,client,
,POINT P (SAINT GOBAIN),,"CRT
Rue Haie Plouvier  ",59810,Lesquin,03 20 16 90 20,,client,
,POLYMARK TOYS,,"22 rue de Lille


",59242,Templeuve,+33 3 28 76 16 16,,client,
,PPG,,10 rue Henri Sainte Claire Deville,92500,Rueil-Malmaison,01 57 61 00 00,,client,
,PRONAL,,"ZI ROUBAIX EST
rue du Trieu du Quesnoy
",59115,Léers,+33 3 20 99 75 00,,client,
,QUADRA INFORMATIQUE,," Rue du Docteur Eloy
",59133,Phalempin,+33 3 28 16 16 00,SSII~SSII,client,
,RAYONOR,MANORGA,,,,,,client,
,RECRUTEAM,,,,,,,client,
,ROUGE INTERACTIF,,"22, rue Hergé",59650,Villeneuve d'Ascq,+33 3 28 52 06 83,Internet-Télécommunications|Services - Conseil/,client,
,RULMECA FRANCE,,"Z.A. des Marlières
Rue des Marlières
C.S. 10033

",59710,Avelin,03.20.00.41.30,,client,
,RUNISO,ETO,,,,,,client,
,SA TEL AND COM,,681 Av de la République,59000,Lille,+33 3 28 36 19 19,Distribution spécialisée|Distribution/,client,
,SAGA,,"10 bis quai de la Citadelle 
",59378,DUNKERQUE,+33 3 28 28 15 30,Transports-Fret-Messagerie Express|Services - Conseil/,client,
,SANDY,,447 rue victor fichelle,59310,Auchy lez Orchies,0320646949,Distribution spécialisée|Distribution/,client,
,SECUREX,,20 rue des vicaies,59046,LILLE,,,client,
,SETON,,"45 Avenue de L Europe 

",59436,RONCQ,+33 3 20 01 96 78,VPC|Distribution/,client,
,SILICON SALAD,,210 rue de la Cense aux Blés,59000,Lille,+33 3 69 61 60 70,,client,
,SITA NORD,SUEZ,"ZI ROUVIGNIES
bp 70001",59316,VALENCIENNES,,,client,
,SITUACTION,,125 rue Pasteur,59139,Wattignies,03 20 54 82 83,,client,
,SOCO SYSTEM,,	Zone Actipole A2,59554,Bantigny,,,client,
